,SMILES,mean_inh,mean_non_inh,median_inh,median_non_inh
0,CN(C)C1=CC=C(C=C1)C=O,0.22788564984185758,0.19918249711352115,0.22150072150072148,0.19607843137254902
1,O=C1C=C2NCCC2=CC1=O,0.2982473618080772,0.258712563647793,0.29658564814814814,0.25
2,CC1=CC2=C(C=C1)NC(=O)C2=O,0.3471977539290577,0.3073827893415629,0.34615384615384615,0.2978723404255319
3,CC(C)CCN1C(=NC2=C1C(=O)N(C(=O)N2C)C)CN3CCN(CC3)C(=O)C4CC4,0.4344295758680141,0.3852115895895085,0.43336231524034285,0.367816091954023
